onset	duration	trial_type
25	0.5	start
26	1.5	target
28.5	1.5	target
31	1.5	target
33.5	1.5	target
36	1.5	target
38.5	1.5	target
41	1.5	target
43.5	1.5	target
46	1.5	target
48.5	1.5	target
51	1.5	target
53.5	1.5	target
56	1.5	target
58.5	1.5	target
61	1.5	target
63.5	1.5	target
66	1.5	target
68.5	1.5	target
71	1.5	target
73.5	1.5	target
76	1.5	target
78.5	1.5	target
81	1.5	target
83.5	1.5	target
86	1.5	target
88.5	1.5	target
91	1.5	target
93.5	1.5	target
96	1.5	target
98.5	1.5	target
101	1.5	target
103.5	1.5	target
106	1.5	target
108.5	1.5	target
111	1.5	target
113.5	1.5	target
116	1.5	target
118.5	1.5	target
121	1.5	target
123.5	1.5	target
126	1.5	target
128.5	1.5	target
131	1.5	target
133.5	1.5	target
136	1.5	target
138.5	1.5	target
141	1.5	target
143.5	1.5	target
146	1.5	target
148.5	1.5	target
151	1.5	target
153.5	1.5	target
156	1.5	target
158.5	1.5	target
161	1.5	target
163.5	1.5	target
166	1.5	target
168.5	1.5	target
171	1.5	target
173.5	1.5	target
176	1.5	target
178.5	1.5	target
181	1.5	target
183.5	1.5	target
186	1.5	target
188.5	1.5	target
191	1.5	target
193.5	1.5	target
196	1.5	target
198.5	1.5	target
201	1.5	target
203.5	1.5	target
