onset	duration	trial_type
25	0.5	start
26	0.5	trigger
27.5	0.5	trigger
29	0.5	trigger
30.5	0.5	trigger
32	0.5	trigger
33.5	0.5	target
35	0.5	trigger
36.5	0.5	trigger
38	0.5	target
39.5	0.5	trigger
41	0.5	trigger
42.5	0.5	trigger
44	0.5	trigger
45.5	0.5	trigger
47	0.5	trigger
48.5	0.5	trigger
50	0.5	trigger
51.5	0.5	trigger
53	0.5	trigger
54.5	0.5	target
56	0.5	trigger
57.5	0.5	trigger
59	0.5	trigger
60.5	0.5	target
62	0.5	trigger
63.5	0.5	trigger
65	0.5	target
66.5	0.5	trigger
68	0.5	trigger
69.5	0.5	target
71	0.5	trigger
72.5	0.5	target
74	0.5	trigger
75.5	0.5	trigger
77	0.5	trigger
78.5	0.5	target
80	0.5	trigger
81.5	0.5	target
83	0.5	trigger
84.5	0.5	trigger
86	0.5	trigger
87.5	0.5	target
89	0.5	trigger
90.5	0.5	trigger
92	0.5	trigger
93.5	0.5	trigger
95	0.5	trigger
96.5	0.5	trigger
98	0.5	trigger
99.5	0.5	target
101	0.5	trigger
102.5	0.5	trigger
104	0.5	target
105.5	0.5	trigger
107	0.5	trigger
108.5	0.5	trigger
110	0.5	trigger
111.5	0.5	trigger
113	0.5	target
114.5	0.5	trigger
116	0.5	trigger
117.5	0.5	trigger
119	0.5	trigger
120.5	0.5	trigger
122	0.5	trigger
123.5	0.5	trigger
125	0.5	trigger
126.5	0.5	target
128	0.5	trigger
129.5	0.5	trigger
131	0.5	trigger
132.5	0.5	trigger
134	0.5	trigger
135.5	0.5	trigger
137	0.5	trigger
138.5	0.5	target
140	0.5	trigger
141.5	0.5	trigger
143	0.5	target
144.5	0.5	trigger
146	0.5	trigger
147.5	0.5	trigger
149	0.5	trigger
150.5	0.5	trigger
152	0.5	trigger
153.5	0.5	trigger
155	0.5	trigger
156.5	0.5	trigger
158	0.5	trigger
159.5	0.5	trigger
161	0.5	trigger
162.5	0.5	trigger
164	0.5	trigger
165.5	0.5	trigger
167	0.5	target
168.5	0.5	trigger
170	0.5	trigger
171.5	0.5	trigger
173	0.5	trigger
174.5	0.5	trigger
176	0.5	trigger
177.5	0.5	trigger
179	0.5	trigger
180.5	0.5	trigger
182	0.5	trigger
183.5	0.5	trigger
185	0.5	trigger
186.5	0.5	trigger
188	0.5	trigger
189.5	0.5	trigger
191	0.5	trigger
192.5	0.5	trigger
194	0.5	trigger
195.5	0.5	trigger
197	0.5	trigger
198.5	0.5	trigger
200	0.5	trigger
201.5	0.5	target
203	0.5	trigger
204.5	0.5	trigger
